0.19750805,-0.2301382,-1.3079649,0.96700513,-2.814116,-1.8258662,0.6233398,5.0855737,-1.1790164,-2.0007846,-0.3212937,-5.977039,-0.16372998,-1.299964,-7.7012835,0.7311037,-1.7055817,1.3301914,1.1296165,-1.074528
-0.14338961,0.89745384,-0.55343175,0.6950423,0.051822957,-0.46290547,-1.1951741,-0.93665177,1.0288335,-4.10703,-1.4320506,-4.6249437,-4.479028,-4.9065657,4.893269,1.8015717,-1.5707899,-1.2115405,-7.815374,0.71385735
-0.5480311,0.19160053,-0.85045296,-0.40168643,4.766351,-3.4021664,-0.8546219,3.3013883,-0.4033436,2.366963,-4.257867,-1.4487323,-1.6029347,-0.87788385,2.776574,-1.9491367,-1.7962183,-1.2350172,4.4275146,-3.1916401
-0.50415343,0.300243,-0.3255262,0.64993465,1.5635133,-0.36063248,-1.6402287,-1.4213378,-2.4283757,-0.28354505,-1.01631,-3.2924576,-1.2515064,-0.30869403,-2.4484944,-1.1718143,1.5625014,-0.37175858,-4.8302107,-1.5580832
-0.2998207,0.69073564,0.41888317,0.08831926,-0.29959685,-2.7115123,-0.5816123,-2.411286,-1.2304385,0.16472039,-3.2957134,3.0363784,0.7119911,2.61915,-3.87232,-0.8082038,-3.982522,-1.5013088,-4.0627475,-3.654602
1.1969507,-0.6234473,0.8639167,-1.2582074,0.16103765,0.100454934,-0.23692606,-1.8759677,1.0196809,0.12866752,-2.5739017,-0.75969785,-1.7607635,-3.7534227,-4.0139813,-2.644843,-4.076893,1.1026801,-2.9567447,-2.6195204
-0.35237658,-0.24844712,-0.14191243,-2.1804688,0.11170058,0.47867295,-0.9583015,-3.0389838,-0.6988577,-1.1143298,-2.6785612,-3.5462356,0.83595276,0.26065424,3.4390864,4.123793,-1.1255027,-1.4950601,-0.85323364,-1.5349193
-2.1079617,2.0150344,0.09491582,-0.83432055,0.14751789,-0.13485247,0.36567155,-1.0782661,-2.6587126,0.1906648,-0.7423763,1.9175807,-3.6024866,-4.3512044,-1.5413682,-1.3141159,-1.5133152,-1.2269404,-7.329157,-3.580267
-0.8500025,-0.07554318,-0.5650417,-0.9452533,2.1143095,-2.7641523,-0.07235493,3.9085746,3.662757,0.32340777,0.11588598,-2.316525,-3.1870506,-2.5499349,-4.718944,-1.2529029,-2.0618303,-1.0811652,-5.2839513,2.091212
0.32568556,-0.27934608,-0.76765984,0.63828796,-0.4363695,2.1646492,-1.1448324,-1.4958482,-1.0716817,1.8651513,4.904896,-0.7879168,-1.555522,-0.5909014,-6.766903,-2.1156766,2.6652477,-1.393679,3.0487425,-3.7616365
1.1427641,0.5265466,0.7335655,0.69244295,1.6174731,-0.5327206,-1.0345966,0.114022635,1.2822293,0.4443909,-2.0883512,-3.6970398,0.27853996,-2.3680944,-1.3995606,3.6218886,0.78460735,-0.01246612,-2.7874207,-1.681696
-0.14407219,-0.16986373,0.446119,3.88868,-0.057053134,-1.5662674,-2.423387,-5.8797207,-0.9090201,0.48885557,-3.5805652,-6.937632,4.7892823,-1.300721,-2.920484,2.6183267,-3.7683816,-2.6858227,1.2874726,3.1329348
-1.8155786,-2.031377,-3.6718557,-4.6980658,-7.9848576,-5.0776267,-5.016682,-5.378383,-6.0690894,-8.3992195,-2.07404,-3.1785164,-1.2463894,4.9804525,-1.2201134,-1.7949235,1.115328,1.0220366,0.7630525,-1.2935447
-1.3311046,-0.25119042,0.7738829,-0.35169476,0.53673553,-0.5254193,0.24435519,-0.863015,-0.8329931,0.83695513,1.088332,-2.755745,-0.14643827,0.8371455,-0.24275067,-0.18495443,-0.46837416,-0.59334916,1.4456408,4.9960065
0.14003259,-0.16385551,-0.06724384,-1.1047136,5.773846,-0.82452446,-0.9222184,-5.1647353,-0.9582624,-3.6278214,-0.6845597,0.46223712,1.3160075,0.82399404,-2.805181,1.7013614,1.8313714,0.36197406,-0.6077625,-0.83223283
-3.3368735,-1.3203698,0.15357208,-1.7230444,0.76899153,0.017407672,1.0188974,-1.0563235,0.973702,-2.5271916,-4.2211685,-2.474857,-3.3857894,-3.9830484,-4.2053566,-2.4021847,-3.6123967,-1.7498021,-6.0547037,-4.586232
-0.40172124,-1.8251561,0.26006645,0.4313375,-0.42549014,1.3477433,0.17108616,-0.2640334,-1.3500589,-2.4452994,-1.3299382,-0.9639294,0.07232067,-3.4517183,2.8588471,-1.1282812,-2.265905,-1.1865449,-3.5698738,-4.254326
-1.963235,-0.20353213,-2.6543133,-1.1275771,-0.7797343,0.6683004,1.4404674,-1.7123233,-0.34248778,-3.2274184,-3.4231331,-3.0661573,-3.8435907,-3.0384586,-4.214012,-3.746895,-3.2370179,-1.5780201,-7.290888,-4.913118
-0.2337434,0.5515819,-0.04817215,0.2592869,0.0639978,-2.16378,-0.28531832,3.3032267,-1.0124428,0.2847687,-0.5512129,0.7544737,-0.4368256,-0.4137242,-0.52708447,-2.1535869,-0.26158193,-0.9702897,0.010043637,-2.2810526
-0.24191521,0.88326377,0.6086303,-0.29891807,-0.7826351,-3.7518651,-0.7361741,2.5604475,-0.85239774,-0.014070965,-1.5588007,-0.7684741,1.1370219,0.39284703,-1.199645,-1.2679522,-0.27536708,-1.8273668,-2.3590639,-2.3377767
-1.2923367,0.5679557,-0.27148396,-0.7097364,-0.36035803,-2.2494335,0.23211522,-1.8883857,2.6976697,-3.0701072,-3.5059776,1.8426375,5.3488812,3.1537113,-2.5277946,-1.439728,-1.0261114,-0.9463642,-5.323238,0.9713853
0.055036318,0.37050346,0.79434836,-0.34742427,1.8286393,-1.2619295,0.4799067,-2.8252537,-1.7250637,-1.3538729,-1.9659667,1.4524539,-0.47889152,0.68568397,-3.907187,-0.2449731,-4.6794763,0.40745112,1.4771249,-0.7438034
-2.0305822,-1.8581403,-0.4590721,0.05187179,-0.48677835,-1.6225386,1.5821593,-0.21368083,2.1960933,-1.7378539,-1.5986953,-4.1773562,0.026266871,-2.1548586,-0.6022238,-2.0637143,2.965406,-0.28301606,-4.395439,-1.2366605
-1.1328552,-1.0803165,-1.7964516,1.1626011,-3.20792,-0.92227477,1.9340978,-1.7523644,-2.1563306,3.377448,-2.144447,-1.1917502,0.6617816,-5.985676,3.1660519,-1.9418771,-3.8586783,1.8288634,-4.461591,0.18182878
-1.9732345,0.6970649,-0.36246976,0.6482806,0.6564964,-0.6250348,-1.273221,-1.7025824,1.7624847,2.9537756,-2.259301,-2.4717703,-3.3889174,-1.4945357,-1.3850194,0.019004248,-2.590888,-0.3035005,4.5528603,-3.3809645
2.4337072,0.8392937,-0.3417852,-0.63537264,-1.4672558,-2.2412872,4.3832283,0.26159173,-3.3243537,-1.927834,-2.4596503,-5.7293377,-0.6672046,0.81667715,-1.6351296,-1.9030316,-0.47627753,-2.217453,-3.0484877,3.84809
-0.6633782,-1.1268848,-2.3247185,-0.8036149,3.0389268,-2.0240302,1.4319795,0.5466616,-0.5054079,0.9431984,-1.7680387,-1.1021496,-2.5484447,-1.5085061,-2.1219897,-1.3475976,-1.7089399,-1.5973244,-5.254419,-2.773131
1.5732461,-0.4292904,1.3955519,0.18586077,1.4422656,-0.18369512,0.22151586,1.0020173,-0.22162102,-2.1964881,-1.0176058,0.21978816,-1.5446525,-1.4939013,-1.099109,0.29460648,-0.5954345,-2.1590958,-3.5162199,-5.068044
-1.2402444,-0.065723695,-1.26534,0.97333795,0.120785214,-0.78061706,0.757126,-0.09316109,1.7614883,-2.210248,-0.673277,-3.549964,-2.3688772,-1.9831748,0.28008175,0.38107857,-1.5497252,-1.3218682,-1.9385313,-3.249526
0.98692924,-1.0137624,-2.1405196,-3.02454,-4.703462,-6.0850115,-0.3961251,-4.0505333,2.439302,5.537776,5.6903543,-7.6714244,-3.6003034,0.12462538,0.20407283,-1.3558218,-2.82002,-0.2741058,-6.439427,-0.03889888
-0.62130105,1.5682043,0.20613539,-0.016170723,-1.3390666,2.682072,-2.8468962,-2.2765975,-3.498831,-1.93922,-2.7220912,-0.952825,-2.4121137,-6.2258925,-1.157783,-1.5334119,-6.904487,-3.4378493,-3.291066,-2.690624
-1.404168,-0.063411504,3.6480162,0.22962719,-3.4811962,0.42114162,-1.8074949,-2.186274,1.3986645,-5.341654,-5.089644,-6.221799,-5.3698697,-0.63009566,-1.9365648,-3.3365614,-3.2900531,0.6343624,-6.0514894,-0.33859167
0.36228198,0.9334748,-1.3557798,-2.5430803,0.92372805,-1.7676121,-4.7436705,-1.0470687,-0.6200757,-2.1615818,-2.7240634,-1.4612143,2.0328028,-4.67786,-2.7754514,-2.9283683,6.0641723,-0.4693847,2.172265,-0.70242923
-1.7333871,-1.6571084,-1.9194913,0.21176952,1.9239038,-1.5829958,-0.05506469,-2.8473456,-2.5569997,-1.7499119,-2.343501,-1.1943446,-2.246917,-3.955223,-4.442361,-1.9714177,-3.3359911,0.59821063,-4.519024,0.23490827
-0.76146144,0.1941223,-0.26335612,-0.4312167,-0.0908532,4.7838445,-1.7430845,-1.7286094,2.1129985,3.6757221,-0.47009706,-0.49607953,-2.4325235,-0.4365647,-2.1157062,-0.4831895,-1.7529737,-1.0937847,-4.689926,-2.5275831
-1.6918452,0.74124295,-0.16189705,0.027044762,0.6012629,-1.0688202,-1.0831451,-1.1903982,-1.5756972,-0.44651824,2.6122665,-0.3643898,-2.1822753,-0.16727361,1.9775646,-0.7881246,-2.798511,-0.8182909,-5.964044,-1.6305674
-0.48037416,-0.6311392,0.39091304,0.37168697,-0.42712003,1.9595927,-1.2274506,-0.21629661,-2.456374,-0.52643913,-0.79939103,2.5893502,1.8751739,0.77714306,2.6635551,0.48843852,0.031077722,-1.6273825,-0.23301913,-0.8530441
1.5409868,0.36603427,0.3273379,-1.1083211,-5.410132,-4.3267136,-6.6319814,1.5216981,-2.5537875,-5.933037,-7.268063,-4.30994,-7.3700247,-3.3810723,-2.926404,5.0556574,-3.3788245,-0.8433579,-1.3193245,2.3923228
0.6285804,0.38719296,2.2920575,0.079384886,-1.1267242,1.5133824,-1.8489947,0.23475263,-1.9669191,-1.7376627,-1.4583935,-2.3032143,-0.6933311,0.69121104,0.20730276,0.24733044,-1.460472,0.1317297,-1.0781783,-2.7158372
-0.102109015,0.55094355,0.25809488,-0.88021964,0.2539867,-0.5858563,-2.881171,-1.7949684,-1.4790577,-0.60773605,-3.0495877,-0.34958154,-5.545248,3.3812597,-5.6407914,-2.2877617,-0.0016610995,0.2188899,4.31306,4.3644886
-0.8484325,-0.43758506,0.8005103,-0.67931813,1.0385356,-0.63415813,3.632619,-0.75641316,-0.2000471,-1.2952724,-0.6276443,-2.4341323,-4.0918064,-5.7065244,-0.36178878,2.3886604,-2.2673361,-0.8297523,-2.7989273,-2.41788
0.24731985,-1.8556824,-1.895292,1.8305382,-1.163357,-0.6192957,-0.23880115,-0.72336864,-2.5856972,0.083910026,-3.67268,6.054165,-3.967398,-4.527606,-6.433804,-2.1442864,3.7441576,-2.9484558,-0.9267808,-1.1706537
-2.8411767,-0.8211209,0.19132318,-0.7219639,0.26102713,1.3330052,0.18806313,0.25471976,-0.20044982,0.21936725,-2.31278,-1.8285056,-4.611666,-3.235175,1.2761987,-0.6982978,-3.0126052,-2.2237196,2.8494017,-0.7069041
0.14712438,1.5262684,-0.076991126,0.64842063,0.4744385,0.2948085,0.009671057,-1.2269466,-1.0095279,-1.3806751,1.7626097,-2.1352735,-3.742414,0.5503939,-1.9875119,-1.3899887,-2.7103322,1.0781801,-4.6090846,0.90087146
-2.287087,-0.7989291,-1.1452045,-0.23878793,0.37839863,0.66840714,1.3002924,1.1586454,-0.37296778,0.085712135,-1.2553368,-0.5736851,0.23627305,-2.1812353,-2.130242,-0.6542825,1.0631716,-0.52083904,-2.7063456,-1.9044713
-0.5840587,-0.3179914,2.045921,-0.21064314,0.78136474,-0.51828873,-0.72972435,-0.7945051,-1.9742951,-2.4089322,-1.8927122,-1.62085,-3.5634258,-1.4071217,-0.005931752,-0.31236568,-1.4999232,-1.8094856,3.5891383,1.614391
0.59474397,0.3879191,-0.31024623,-1.0204616,1.5826699,-2.445563,3.900464,-1.6360338,0.0686556,0.8482999,-2.2530847,2.5305524,-1.907874,-1.4545175,-2.4775536,-0.7102999,0.9857272,-0.64821064,-0.181186,-0.28947216
-0.34351122,0.19384901,-1.7854297,-2.8200796,-4.1135583,-1.1009026,-3.6978977,-3.84702,-2.9982457,-2.4934583,0.019846058,3.496649,1.8742357,0.7465141,3.5539966,-1.9837773,3.4832122,-0.3970885,5.6520996,4.2393117
0.9654791,-1.3416975,0.28404212,0.14484842,1.2408389,-0.62508696,-0.4110896,-2.219276,-0.5924624,-0.88411945,0.42206052,-0.73637795,0.18000802,-2.219521,-1.2198366,0.17090103,0.057871405,0.11085347,-2.0651443,-4.400311
0.74120736,-2.556016,-0.3715898,-0.057544146,0.1719391,0.9060006,0.8828006,-0.73834413,-0.6424376,-2.393673,-4.102371,-0.95708376,-4.28257,-2.0277307,-2.7744112,-0.76788336,-3.2077398,-1.8384371,-4.3116894,-0.23198675
